ID	GeneSymbol	Description	Log2FC	AdjPValue
Q9ERS2	Ndufa13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Mus musculus OX=10090 GN=Ndufa13 PE=1 SV=3	-1.450084446	1.25E-08
Q78IK4	Apool	MICOS complex subunit Mic27 OS=Mus musculus OX=10090 GN=Apool PE=1 SV=1	-0.258425153	0.000743439
G5E814	Ndufa11	MCG5603 OS=Mus musculus OX=10090 GN=Ndufa11 PE=1 SV=1	-1.204233052	1.31E-08
P10126	Eef1a1	Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3	-0.171368418	0.999999996
A0A1S6GWI4	Ndufs5	MCG5769, isoform CRA_a OS=Mus musculus OX=10090 GN=Ndufs5 PE=2 SV=1	-1.603840511	3.00E-08
Q3UIM5	Cpt1b	Uncharacterized protein OS=Mus musculus OX=10090 GN=Cpt1b PE=2 SV=1	0.142740172	0.999999996
P20108	Prdx3	Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1	1.310921735	3.12E-06
D3Z7X0	Acad12	Acyl-Coenzyme A dehydrogenase family, member 12 OS=Mus musculus OX=10090 GN=Acad12 PE=1 SV=1	0.332278283	0.017772166
P40630	Tfam	Transcription factor A, mitochondrial OS=Mus musculus OX=10090 GN=Tfam PE=1 SV=2	0.371837617	0.133948435
P56391	Cox6b1	Cytochrome c oxidase subunit 6B1 OS=Mus musculus OX=10090 GN=Cox6b1 PE=1 SV=2	0.020057652	0.999999996
P24270	Cat	Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4	1.116364757	8.74E-05
Q9JHI5	Ivd	Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ivd PE=1 SV=1	-0.270555993	0.197229441
Q9WTP7	Ak3	GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=1 SV=3	0.678071905	0.001139198
Q9CQY3	Atp5l	Uncharacterized protein OS=Mus musculus OX=10090 GN=Atp5l PE=2 SV=1	-0.932361283	1.64E-06
Q8BH64	Ehd2	EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1	0.474046599	0.179529639
O08528	Hk2	Hexokinase-2 OS=Mus musculus OX=10090 GN=Hk2 PE=1 SV=1	0.172487516	0.817196201
P27773	Pdia3	Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2	0.411426246	0.056956281
O09161	Casq2	Calsequestrin-2 OS=Mus musculus OX=10090 GN=Casq2 PE=1 SV=3	-0.736965594	0.592612325
Q3TGR2	Fgb	Fibrinogen, B beta polypeptide, isoform CRA_a OS=Mus musculus OX=10090 GN=Fgb PE=1 SV=1	-0.739372092	0.999999996
Q9CPQ1	Cox6c	Cytochrome c oxidase subunit 6C OS=Mus musculus OX=10090 GN=Cox6c PE=1 SV=3	0.617298483	0.356083238
Q64426	H2A	Histone H2A (Fragment) OS=Mus musculus domesticus OX=10092 GN=H2A PE=2 SV=1	0.192825404	0.999999996
Q9DC70	Ndufs7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs7 PE=1 SV=1	-0.623709617	3.19E-05
P62897	Cycs	Cytochrome c, somatic OS=Mus musculus OX=10090 GN=Cycs PE=1 SV=2	-0.020340448	0.999999996
O35857	Timm44	Mitochondrial import inner membrane translocase subunit TIM44 OS=Mus musculus OX=10090 GN=Timm44 PE=1 SV=2	1.317882883	0.000100647
Q8R4N0	Clybl	Citramalyl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Clybl PE=1 SV=2	0.873419503	1.31E-05
Q7TQ48	Srl	Sarcalumenin OS=Mus musculus OX=10090 GN=Srl PE=1 SV=1	-0.242976753	0.568287308
Q8K2C6	Sirt5	NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Mus musculus OX=10090 GN=Sirt5 PE=1 SV=1	0.494671612	0.005509532
Q9CR61	Ndufb7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufb7 PE=1 SV=3	-0.960159735	1.40E-05
Q3U3J1	Bckdha	2-oxoisovalerate dehydrogenase subunit alpha OS=Mus musculus OX=10090 GN=Bckdha PE=1 SV=1	1.216610069	0.007004697
Q9WTP6	Ak2	Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5	0.989139007	0.00186078
Q497F1	Tnni3	Troponin I, cardiac 3 OS=Mus musculus OX=10090 GN=Tnni3 PE=1 SV=1	0.021479727	0.999999996
Q99MN9	Pccb	Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Pccb PE=1 SV=2	0.388465097	0.060714618
Q99LB2	Dhrs4	Dehydrogenase/reductase SDR family member 4 OS=Mus musculus OX=10090 GN=Dhrs4 PE=1 SV=3	-0.199255376	0.661823297
E9Q8P5	Pdlim5	PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=2	-0.49410907	0.474636863
Q9D881	Gm11273	Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Gm11273 PE=1 SV=1	-0.367731785	0.199030088
Q8QZS1	Hibch	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hibch PE=1 SV=1	1.163498732	1.46E-07
H7BX05	Obscn	Obscurin OS=Mus musculus OX=10090 GN=Obscn PE=1 SV=2	0.255802837	0.181547285
Q8BWF0	Aldh5a1	Succinate-semialdehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh5a1 PE=1 SV=1	0.588804567	0.069932415
Q922B1	Macrod1	O-acetyl-ADP-ribose deacetylase MACROD1 OS=Mus musculus OX=10090 GN=Macrod1 PE=1 SV=2	0.326537348	0.938305993
B1Q450	HBB1	Hemoglobin beta chain subunit OS=Mus musculus OX=10090 GN=HBB1 PE=2 SV=1	-5.210896782	0.894984369
P21550	Eno3	Beta-enolase OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=3	0.216610069	0.751275421
A6ZI46	Aldoart1	Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoart1 PE=1 SV=1	1.166715445	0.999999996
Q99M87	Dnaja3	DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus OX=10090 GN=Dnaja3 PE=1 SV=1	1.451540833	8.75E-07
Q3TJA9	Dnaja3	DnaJ (Hsp40) homolog, subfamily A, member 3, isoform CRA_b OS=Mus musculus OX=10090 GN=Dnaja3 PE=2 SV=1	1.136191386	0.11017629
A0A0R4J0G0	Pck2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Mus musculus OX=10090 GN=Pck2 PE=1 SV=1	3.506017922	4.57E-06
Q9QXS1	Plec	Plectin OS=Mus musculus OX=10090 GN=Plec PE=1 SV=3	-0.089267338	0.999999996
P48771	Cox7a2	Cytochrome c oxidase subunit 7A2, mitochondrial OS=Mus musculus OX=10090 GN=Cox7a2 PE=1 SV=2	1.270229907	4.05E-08
Q149B8	Perm1	PGC-1 and ERR-induced regulator in muscle protein 1 OS=Mus musculus OX=10090 GN=Perm1 PE=1 SV=2	-0.340075442	0.999999996
D9J302	Pdlim5	ENH isoform 1e OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=1	-0.00433459	0.999999996
Q3U422	Ndufv3	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv3 PE=1 SV=1	-0.343732465	0.113658843
Q69Z91	Acss1	Acetyl-coenzyme A synthetase (Fragment) OS=Mus musculus OX=10090 GN=Acss1 PE=2 SV=1	0.832687516	0.00025321
Q80TT4	Tomm70a	MKIAA0719 protein (Fragment) OS=Mus musculus OX=10090 GN=Tomm70a PE=2 SV=1	2.12631213	2.69E-08
Q91VH3	Tpm2	Tpm2 protein OS=Mus musculus OX=10090 GN=Tpm2 PE=2 SV=1	NA	
Q921H8	Acaa1a	3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1a PE=1 SV=1	0.075874867	0.999999996
Q99LP6	Grpel1	GrpE protein homolog 1, mitochondrial OS=Mus musculus OX=10090 GN=Grpel1 PE=1 SV=1	1.275603079	2.46E-07
Q9CQ69	Uqcrq	Cytochrome b-c1 complex subunit 8 OS=Mus musculus OX=10090 GN=Uqcrq PE=1 SV=3	0.554834396	0.034229238
E9PV24	Fga	Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga PE=1 SV=1	-0.483984853	0.882742151
P04117	Fabp4	Fatty acid-binding protein, adipocyte OS=Mus musculus OX=10090 GN=Fabp4 PE=1 SV=3	0.87892148	0.000240845
Q5M9J2	Hint2	Histidine triad nucleotide binding protein 2 OS=Mus musculus OX=10090 GN=Hint2 PE=1 SV=1	1.205392513	5.57E-06
P52503	Ndufs6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs6 PE=1 SV=2	-1	0.049698747
Q7TMY2	Acadsb	Acyl-Coenzyme A dehydrogenase, short/branched chain OS=Mus musculus OX=10090 GN=Acadsb PE=2 SV=1	0.748461233	0.042527277
P68372	Tubb4b	Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1	0.453122447	0.111355171
Q8VHX6	Flnc	Filamin-C OS=Mus musculus OX=10090 GN=Flnc PE=1 SV=3	1.849599011	9.14E-05
Q5M9P5	Ndufs8	NADH dehydrogenase (Ubiquinone) Fe-S protein 8, isoform CRA_a OS=Mus musculus OX=10090 GN=Ndufs8 PE=1 SV=1	-1.790858602	3.20E-08
Q91VM9	Ppa2	Inorganic pyrophosphatase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ppa2 PE=1 SV=1	1.217230716	8.29E-06
Q8K411	Pitrm1	Presequence protease, mitochondrial OS=Mus musculus OX=10090 GN=Pitrm1 PE=1 SV=1	1.704429352	1.38E-05
Q8BIJ6	Iars2	Isoleucine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Iars2 PE=1 SV=1	1.635522241	5.46E-06
O54724	Cavin1	Caveolae-associated protein 1 OS=Mus musculus OX=10090 GN=Cavin1 PE=1 SV=1	-0.373327247	0.351178979
Q9CQX8	Mrps36	28S ribosomal protein S36, mitochondrial OS=Mus musculus OX=10090 GN=Mrps36 PE=1 SV=1	0.453122447	0.371612897
Q3U2X5	Maoa	Amine oxidase OS=Mus musculus OX=10090 GN=Maoa PE=2 SV=1	5.466953337	0.000198114
Q06185	Atp5me	ATP synthase subunit e, mitochondrial OS=Mus musculus OX=10090 GN=Atp5me PE=1 SV=2	-0.12973393	0.624357521
Q9Z1P6	Ndufa7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufa7 PE=1 SV=3	-1.411195433	5.28E-06
G5E902	Slc25a3	MCG10343, isoform CRA_b OS=Mus musculus OX=10090 GN=Slc25a3 PE=1 SV=1	1.367930141	1.48E-05
Q6ZQ49	Atp1a2	Sodium/potassium-transporting ATPase subunit alpha (Fragment) OS=Mus musculus OX=10090 GN=Atp1a2 PE=2 SV=1	0.831877241	0.177706299
Q8R2K3	Ssbp1	Single-stranded DNA binding protein 1 OS=Mus musculus OX=10090 GN=Ssbp1 PE=1 SV=1	0.751892138	3.31E-05
Q8K1Z0	Coq9	Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Mus musculus OX=10090 GN=Coq9 PE=1 SV=1	-0.584241333	0.592446241
Q9JJW5	Myoz2	Myozenin-2 OS=Mus musculus OX=10090 GN=Myoz2 PE=1 SV=1	-0.619270551	0.009961457
Q8R404	Mic13	MICOS complex subunit MIC13 OS=Mus musculus OX=10090 GN=Mic13 PE=1 SV=1	0.838346737	6.78E-05
A0A1S6GWJ9	Tsfm	Elongation factor Ts, mitochondrial OS=Mus musculus OX=10090 GN=Tsfm PE=2 SV=1	1.984771612	1.38E-05
Q9DB15	Mrpl12	39S ribosomal protein L12, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl12 PE=1 SV=2	1.491596594	1.49E-07
O88441	Mtx2	Metaxin-2 OS=Mus musculus OX=10090 GN=Mtx2 PE=1 SV=1	0.794935663	0.000889457
A0A140LIU4	Cox7a1	Cytochrome c oxidase subunit 7A1, mitochondrial OS=Mus musculus OX=10090 GN=Cox7a1 PE=1 SV=1	-0.080087911	0.999999996
P04919	Slc4a1	Band 3 anion transport protein OS=Mus musculus OX=10090 GN=Slc4a1 PE=1 SV=1	0.435095152	0.589624254
A0A068WAQ5	Epb41	Protein 4.1R (Fragment) OS=Mus musculus OX=10090 GN=Epb41 PE=2 SV=1	0.668119125	0.977011632
Q9DCM0	Ethe1	Persulfide dioxygenase ETHE1, mitochondrial OS=Mus musculus OX=10090 GN=Ethe1 PE=1 SV=2	1.802813598	6.51E-06
E9QPD7	Pcx	Pyruvate carboxylase OS=Mus musculus OX=10090 GN=Pcx PE=1 SV=1	0.563646269	0.007370927
Q3ULU3	Bcat2	Branched-chain-amino-acid aminotransferase OS=Mus musculus OX=10090 GN=Bcat2 PE=1 SV=1	1.12763328	0.000109957
Q8BTM8	Flna	Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5	-0.537424112	0.946526853
P17665	Cox7c	Cytochrome c oxidase subunit 7C, mitochondrial OS=Mus musculus OX=10090 GN=Cox7c PE=1 SV=1	0.605020153	0.000349618
P23927	Cryab	Alpha-crystallin B chain OS=Mus musculus OX=10090 GN=Cryab PE=1 SV=2	0.063502942	0.738035195
E9PWQ3	Col6a3	Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=2	0.029982866	0.999999996
Q3UAD6	Hsp90b1	Heat shock protein 90kDa beta (Grp94), member 1 OS=Mus musculus OX=10090 GN=Hsp90b1 PE=1 SV=1	0.909965067	0.002162087
P52480	Pkm	Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=4	0.755314904	0.014984668
Q3UTB8	Grpel1	GrpE protein homolog OS=Mus musculus OX=10090 GN=Grpel1 PE=2 SV=1	6.64385619	
A0A068BEQ2	H2-Ke6	H2-K region expressed gene 6, isoform CRA_a OS=Mus musculus OX=10090 GN=H2-Ke6 PE=2 SV=1	0.615416297	2.05E-05
A2AB79	Hist3h2a	Histone H2A OS=Mus musculus OX=10090 GN=Hist3h2a PE=2 SV=1	0.146655222	0.977011632
Q4VAE8	Ndufb4	Ndufb4 protein (Fragment) OS=Mus musculus OX=10090 GN=Ndufb4 PE=2 SV=1	-1.23786383	8.68E-06
A0A0R4J023	Auh	Methylglutaconyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Auh PE=1 SV=1	0.534061602	0.128961225
Q4FK74	Atp5d	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit, isoform CRA_c OS=Mus musculus OX=10090 GN=Atp5d PE=1 SV=1	0.084064265	0.853081462
Q9D6T9	Mrps36	28S ribosomal protein S36, mitochondrial OS=Mus musculus OX=10090 GN=Mrps36 PE=1 SV=1	3.430686709	1.16E-06
Q3THU8	Slc25a3	Uncharacterized protein OS=Mus musculus OX=10090 GN=Slc25a3 PE=2 SV=1	0.424384672	0.999999996
P32020	Scp2	Non-specific lipid-transfer protein OS=Mus musculus OX=10090 GN=Scp2 PE=1 SV=3	-0.095419565	0.999999996
Q91VT4	Cbr4	Carbonyl reductase family member 4 OS=Mus musculus OX=10090 GN=Cbr4 PE=1 SV=2	1.056583528	9.10E-06
Q7TMQ1	Gja1	Gap junction protein OS=Mus musculus OX=10090 GN=Gja1 PE=2 SV=1	0.984042426	0.004129187
Q8CHT0	Aldh4a1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh4a1 PE=1 SV=3	0.449957484	0.003638145
P43274	Hist1h1e	Histone H1.4 OS=Mus musculus OX=10090 GN=Hist1h1e PE=1 SV=2	0.885183866	0.782206123
P53395	Dbt	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dbt PE=1 SV=2	-0.637109357	1.79E-05
Q8K0Z7	Taco1	Translational activator of cytochrome c oxidase 1 OS=Mus musculus OX=10090 GN=Taco1 PE=1 SV=1	0.763836459	0.001530391
E9PYJ9	Ldb3	LIM domain-binding protein 3 OS=Mus musculus OX=10090 GN=Ldb3 PE=1 SV=1	-1.61705613	
A0A1L7NR37	Sorbs2	Arg/Abl-binding protein 2 OS=Mus musculus OX=10090 GN=Sorbs2 PE=2 SV=1	0.98550043	0.000545407
Q9CQV1	Pam16	Mitochondrial import inner membrane translocase subunit TIM16 OS=Mus musculus OX=10090 GN=Pam16 PE=1 SV=1	0.851998837	0.002950675
P02301	H3f3c	Histone H3.3C OS=Mus musculus OX=10090 GN=H3f3c PE=3 SV=3	-0.145605322	0.93123953
Q9DCS3	Mecr	Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Mus musculus OX=10090 GN=Mecr PE=1 SV=2	1.020057652	0.006061993
P19324	Serpinh1	Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3	0.413594082	0.765593803
Q8R1S0	Coq6	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Mus musculus OX=10090 GN=Coq6 PE=1 SV=3	-1.454031631	1.05E-06
Q76LV0	Gpx4	Glutathione peroxidase OS=Mus musculus OX=10090 GN=Gpx4 PE=1 SV=2	0.850399397	0.06413037
Q8K0D5	Gfm1	Elongation factor G, mitochondrial OS=Mus musculus OX=10090 GN=Gfm1 PE=1 SV=1	1.473007568	8.60E-06
B2RXQ9	Sorbs2	Sorbin and SH3 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Sorbs2 PE=1 SV=1	0.678071905	0.841225256
Q9CQ54	Ndufc2	NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus OX=10090 GN=Ndufc2 PE=1 SV=1	-1.110915901	3.97E-09
P19123	Tnnc1	Troponin C, slow skeletal and cardiac muscles OS=Mus musculus OX=10090 GN=Tnnc1 PE=1 SV=1	0.041242982	0.795143937
E9Q7Q3	Tpm3	Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1	-0.007231569	0.999999996
P26041	Msn	Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3	0.924479992	0.000485192
Q01339	Apoh	Beta-2-glycoprotein 1 OS=Mus musculus OX=10090 GN=Apoh PE=1 SV=1	0.113700499	0.999999996
P99028	Uqcrh	Cytochrome b-c1 complex subunit 6, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrh PE=1 SV=2	0.435095152	0.021309629
Q3UBK2	Hmgb1	Uncharacterized protein OS=Mus musculus OX=10090 PE=2 SV=1	-0.115597447	0.999999996
Q921V3	Nfs1	Nitrogen fixation gene 1 (S. cerevisiae) OS=Mus musculus OX=10090 GN=Nfs1 PE=2 SV=1	1.020768865	0.000163127
Q7TMM9	Tubb2a	Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1	0.429749851	0.365513453
A0A1W2P768	Hist2h3c1	Histone H3.2 OS=Mus musculus OX=10090 GN=Hist2h3c1 PE=1 SV=1	0.399444565	0.327562475
Q545C7	Csrp3	Cysteine and glycine-rich protein 3 OS=Mus musculus OX=10090 GN=Csrp3 PE=1 SV=1	-0.148800661	0.999999996
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus OX=10090 GN=Timm50 PE=1 SV=1	0.639695233	0.000233016
Q8K4F5	Abhd11	Protein ABHD11 OS=Mus musculus OX=10090 GN=Abhd11 PE=1 SV=1	0.584000383	0.666358456
Q9DC61	Pmpca	Mitochondrial-processing peptidase subunit alpha OS=Mus musculus OX=10090 GN=Pmpca PE=1 SV=1	-0.001443417	0.93123953
Q9CXI0	Coq5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq5 PE=1 SV=2	0.052415894	0.999999996
Q8BU20	Ndufb5	Uncharacterized protein OS=Mus musculus OX=10090 GN=Ndufb5 PE=2 SV=1	-1.055891201	2.69E-08
Q8BWM0	Ptges2	Prostaglandin E synthase 2 OS=Mus musculus OX=10090 GN=Ptges2 PE=1 SV=3	0.659924558	0.479342314
Q544X6	Fech	Ferrochelatase OS=Mus musculus OX=10090 GN=Fech PE=1 SV=1	0.164786278	0.999999996
Q8BGH2	Samm50	Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1	0.621055503	0.001639111
P70670	Naca	Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus OX=10090 GN=Naca PE=1 SV=2	0.487486349	0.225583195
Q8C243	Ctsd	Uncharacterized protein OS=Mus musculus OX=10090 GN=Ctsd PE=2 SV=1	0.559736524	0.001740163
E9Q5J9	Tpm3	Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1	NA	
Q9DCM2	Gstk1	Glutathione S-transferase kappa 1 OS=Mus musculus OX=10090 GN=Gstk1 PE=1 SV=3	-1.008682243	7.98E-08
P14152	Mdh1	Malate dehydrogenase, cytoplasmic OS=Mus musculus OX=10090 GN=Mdh1 PE=1 SV=3	0.210388864	0.712794205
A0A0R4J1T1	Sorbs2	Sorbin and SH3 domain-containing protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Sorbs2 PE=1 SV=1	-0.778432211	
Q9D1B9	Mrpl28	39S ribosomal protein L28, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl28 PE=1 SV=3	0.789103218	0.001264288
Q3UU58	Nebl	Uncharacterized protein OS=Mus musculus OX=10090 GN=Nebl PE=2 SV=1	0.524063676	0.341465682
Q14AR0	Slirp	RIKEN cDNA 1810035L17, isoform CRA_a OS=Mus musculus OX=10090 GN=Slirp PE=2 SV=1	1.313826296	1.06E-05
Q921L4	LOC665622	Histone H2B OS=Mus musculus OX=10090 GN=LOC665622 PE=2 SV=1	0.32998465	0.661823297
Q3U292	Hist1h1d	Uncharacterized protein OS=Mus musculus OX=10090 GN=Hist1h1d PE=2 SV=1	1.452595435	0.019088635
Q9CWE0	Mtfr1l	Mitochondrial fission regulator 1-like OS=Mus musculus OX=10090 GN=Mtfr1l PE=1 SV=1	0.852797893	0.000204573
Q9D1I5	Mcee	Methylmalonyl-CoA epimerase, mitochondrial OS=Mus musculus OX=10090 GN=Mcee PE=1 SV=1	-0.16326792	0.999999996
P07310	Ckm	Creatine kinase M-type OS=Mus musculus OX=10090 GN=Ckm PE=1 SV=1	0.408168371	0.999999996
P62073	Timm10	Mitochondrial import inner membrane translocase subunit Tim10 OS=Mus musculus OX=10090 GN=Timm10 PE=1 SV=1	0.371837617	0.269133345
Q64727	Vcl	Vinculin OS=Mus musculus OX=10090 GN=Vcl PE=1 SV=4	-0.013043037	0.999999996
Q8BK30	Ndufv3	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv3 PE=1 SV=1	-0.66428809	0.041769375
Q9D773	Mrpl2	39S ribosomal protein L2, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl2 PE=1 SV=1	1.830255324	1.80E-07
Q00623	Apoa1	Apolipoprotein A-I OS=Mus musculus OX=10090 GN=Apoa1 PE=1 SV=2	0.027154052	0.999999996
P51660	Hsd17b4	Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3	0.962734091	0.388306503
Q8JZN5	Acad9	Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2	0.724213687	0.018325282
Q9DCW5	Cox6a1	Cytochrome c oxidase subunit 6A, mitochondrial OS=Mus musculus OX=10090 GN=Cox6a1 PE=1 SV=1	1.39835037	8.00E-07
Q80TM2	Tln1	MKIAA1027 protein (Fragment) OS=Mus musculus OX=10090 GN=Tln1 PE=2 SV=4	0.005759269	0.7283127
Q9CRD0	Ociad1	OCIA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ociad1 PE=1 SV=1	0.515005916	0.000588265
Q8R1I1	Uqcr10	Cytochrome b-c1 complex subunit 9 OS=Mus musculus OX=10090 GN=Uqcr10 PE=1 SV=1	0.689746438	0.00070538
Q1XH17	Trim72	Tripartite motif-containing protein 72 OS=Mus musculus OX=10090 GN=Trim72 PE=1 SV=1	-0.857259828	0.172598645
Q9JHS4	Clpx	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=2	3.171046661	9.32E-08
P34914	Ephx2	Bifunctional epoxide hydrolase 2 OS=Mus musculus OX=10090 GN=Ephx2 PE=1 SV=2	0.011495639	0.999999996
A0A0R4J174	Ecsit	Evolutionarily conserved-signaling intermediate in Toll pathway, mitochondrial OS=Mus musculus OX=10090 GN=Ecsit PE=1 SV=1	1.683022665	3.48E-06
Q3TE63	Ppia	Peptidyl-prolyl cis-trans isomerase OS=Mus musculus OX=10090 GN=Ppia PE=2 SV=1	1.196607044	2.51E-05
E9PZF0	Gm20390	Nucleoside diphosphate kinase OS=Mus musculus OX=10090 GN=Gm20390 PE=3 SV=1	0.455228571	0.024032102
Q9WUR9	Ak4	Adenylate kinase 4, mitochondrial OS=Mus musculus OX=10090 GN=Ak4 PE=1 SV=1	0.702214251	0.056133796
Q9CZS1	Aldh1b1	Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus OX=10090 GN=Aldh1b1 PE=1 SV=1	3.922102681	1.27E-07
G5E8J6	Hrc	Histidine rich calcium binding protein, isoform CRA_a OS=Mus musculus OX=10090 GN=Hrc PE=1 SV=1	-0.994240731	0.000198114
Q9CPR5	Mrpl15	39S ribosomal protein L15, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl15 PE=1 SV=1	1.194087052	9.80E-06
A0A1W2P7Q9	Myl6	Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=1	-0.051399153	0.999999996
Q3TIT3	Ehd1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Ehd1 PE=2 SV=1	0.560714954	0.412133065
Q3TIY5	Pkp2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Pkp2 PE=2 SV=1	0.183962835	0.286625522
Q9DCZ4	Apoo	MICOS complex subunit Mic26 OS=Mus musculus OX=10090 GN=Apoo PE=1 SV=2	1.032100843	5.05E-07
P08228	Sod1	Superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod1 PE=1 SV=2	1.384602458	3.28E-05
Q1MWP8	Ehd4	EH-domain containing 4-KJR (Fragment) OS=Mus musculus OX=10090 GN=Ehd4 PE=2 SV=1	0.171206827	0.815571801
Q9D6J5	Ndufb8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Mus musculus OX=10090 GN=Ndufb8 PE=1 SV=1	-1.282789701	6.91E-05
Q3TDN8	Bphl	Uncharacterized protein OS=Mus musculus OX=10090 GN=Bphl PE=2 SV=1	1.070389328	5.93E-05
Q9CPV4	Glod4	Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1	1.82659933	1.62E-07
