Gene	Gene synonym	Ensembl	Uniprot	Subcellular main location
CPNE2	CPN2	ENSG00000140848	Q96FN4	Nucleoplasm, Mitochondria, Cytosol
CPNE3		ENSG00000085719	O75131	Nucleoplasm, Cytosol
CPNE4	COPN4, CPN4	ENSG00000196353	Q96A23	Nucleoplasm, Cytosol
CPNE5	COPN5, CPN5, KIAA1599	ENSG00000124772	Q9HCH3	Cytosol
CPPED1	CSTP1, FLJ11151	ENSG00000103381	Q9BRF8	Cytosol
CPSF7	CFIM59, FLJ12529	ENSG00000149532	Q8N684	Nucleoplasm
CPTP	GLTPD1, MGC10334	ENSG00000224051	Q5TA50	Cytosol
CRABP2	CRABP-II	ENSG00000143320	P29373	Cytosol
CRADD	RAIDD	ENSG00000169372	P78560	Cytosol
CRAMP1	CRAMP1L, KIAA1426	ENSG00000007545	Q96RY5	Nucleoplasm
CREB3	Luman, LZIP, sLZIP	ENSG00000107175	O43889	Cytosol
CREBL2		ENSG00000111269	O60519	Mitochondria
CRELD1	AVSD2	ENSG00000163703	Q96HD1	Cytosol
CRIP1	CRIP	ENSG00000213145	P50238	Nuclear speckles, Cytosol
CRKL		ENSG00000099942	P46109	Nucleoplasm
CRLF3	CREME9, CYTOR4	ENSG00000176390	Q8IUI8	Plasma membrane, Cytosol
CRMP1	DPYSL1, DRP-1	ENSG00000072832	Q14194	Centrosome
CRTAP	CASP, LEPREL3, P3H5	ENSG00000170275	O75718	Intermediate filaments, Actin filaments, Cytosol
CRTC1	FLJ14027, KIAA0616, MECT1, TORC1	ENSG00000105662	Q6UUV9	Nucleoplasm, Nuclear bodies
CRTC3	FLJ21868	ENSG00000140577	Q6UUV7	Nucleoplasm
CRY2		ENSG00000121671	Q49AN0	Nuclear speckles
CRYAA	CRYA1, HSPB4	ENSG00000160202	P02489	Cytosol
CRYAA2		ENSG00000276076		Cytosol
CRYAB	CRYA2, HSPB5	ENSG00000109846	P02511	Plasma membrane, Cytosol
CRYBG1	AIM1, ST4	ENSG00000112297	Q9Y4K1	Nucleoplasm, Microtubules, Cytosol
CRYBG3	DKFZp667G2110	ENSG00000080200	Q68DQ2	Nucleoplasm, Cytosol
CRYGS	CRYG8	ENSG00000213139	P22914	Cytosol
CRYM	DFNA40	ENSG00000103316	Q14894	Cytosol
CRYZ		ENSG00000116791	Q08257	Cytosol
CRYZL1	4P11, QOH-1	ENSG00000205758	O95825	Nucleoplasm, Cytosol
CSDC2	PIPPin	ENSG00000172346	Q9Y534	Nucleoplasm
CSDE1	D1S155E, UNR	ENSG00000009307	O75534	Plasma membrane, Cytosol
CSE1L	CAS, CSE1, XPO2	ENSG00000124207	P55060	Nucleoplasm, Cytosol
CSK		ENSG00000103653	P41240	Vesicles, Cytosol
CSNK1A1	CK1, CK1a, CK1alpha, CKIa, CKIalpha	ENSG00000113712	P48729	Cytosol
CSNK1A1L	MGC33182	ENSG00000180138	Q8N752	Cytosol
CSNK1E	CKIE, CKIepsilon, HCKIE	ENSG00000213923	P49674	Nucleoplasm, Cytosol
CSNK1G1	CK1gamma1	ENSG00000169118	Q9HCP0	Cytosol
CST6		ENSG00000175315	Q15828	Plasma membrane
CSTA	STF1, STFA	ENSG00000121552	P01040	Nucleoplasm, Cytosol
CSTB	CST6, EPM1, PME, STFB	ENSG00000160213	P04080	Cytosol
CTBP2	ribeye	ENSG00000175029	P56545	Cytosol
CTBS	CTB	ENSG00000117151	Q01459	Cytosol
CTCFL	BORIS, CT27, dJ579F20.2	ENSG00000124092	Q8NI51	Nucleoplasm, Nuclear bodies
CTIF	KIAA0427	ENSG00000134030	O43310	Cytosol
CTNNBL1	C20orf33, FLJ21108, NAP, NYD-SP19, P14, P14L	ENSG00000132792	Q8WYA6	Nucleoplasm
CTPS1	CTPS, GATD5	ENSG00000171793	P17812	Actin filaments, Cytosol
CTPS2		ENSG00000047230	Q9NRF8	Nucleoplasm, Cytosol
CTSF	CATSF, CLN13	ENSG00000174080	Q9UBX1	Cytosol
CTSH	ACC-4, ACC-5, ACC4, ACC5, CPSB	ENSG00000103811	P09668	Vesicles, Cytosol, Cytoplasmic bodies
CTSV	CTSL2, CTSU	ENSG00000136943	O60911	Nucleoli fibrillar center, Cytosol
CTTN	EMS1	ENSG00000085733	Q14247	Plasma membrane, Cytosol
CTTNBP2	C7orf8, CORTBP2, KIAA1758, Orf4	ENSG00000077063	Q8WZ74	Midbody ring, Cytosol
CTTNBP2NL	DKFZp547A023	ENSG00000143079	Q9P2B4	Nucleoli fibrillar center, Cytosol
CUEDC1		ENSG00000180891	Q9NWM3	Plasma membrane, Cytosol
CUEDC2	C10orf66, MGC2491	ENSG00000107874	Q9H467	Nucleoplasm, Cytosol
CUL5	VACM-1	ENSG00000166266	Q93034	Golgi apparatus, Cytosol
CUL9	H7AP1, KIAA0708, PARC	ENSG00000112659	Q8IWT3	Cytosol
CUTC	CGI-32	ENSG00000119929	Q9NTM9	Nucleoplasm, Cytosol
CWC22	EIF4GL, fSAPb, KIAA1604, NCM	ENSG00000163510	Q9HCG8	Nuclear speckles
CWF19L2	FLJ32343	ENSG00000152404	Q2TBE0	Nuclear speckles
CXorf38	MGC39350	ENSG00000185753	Q8TB03	Cytosol
CXXC5	HSPC195, RINF, WID	ENSG00000171604	Q7LFL8	Nucleoplasm
CYB561A3	CYBASC3	ENSG00000162144	Q8NBI2	Nucleoli, Vesicles
CYB5A	CYB5	ENSG00000166347	P00167	Vesicles, Cytosol
CYB5B	CYB5-M	ENSG00000103018	O43169	Endoplasmic reticulum
CYB5R1	humb5R2, NQO3A2	ENSG00000159348	Q9UHQ9	Nucleoli, Mitochondria, Cytosol
CYBRD1	CYB561A2, DCYTB, FLJ23462, FRRS3	ENSG00000071967	Q53TN4	Golgi apparatus, Cytosol
CYC1	UQCR4	ENSG00000179091	P08574	Mitochondria
CYFIP2	PIR121	ENSG00000055163	Q96F07	Endoplasmic reticulum
CYGB	HGB, STAP	ENSG00000161544	Q8WWM9	Nuclear speckles
CYP26B1	P450RAI-2	ENSG00000003137	Q9NR63	Cytosol
CYP2B6	CPB6, CYP2B, CYPIIB6	ENSG00000197408	P20813	Nuclear membrane
CYP3A4	CYP3A3	ENSG00000160868	P08684	Cytosol
CYP3A43		ENSG00000021461	Q9HB55	Cytosol
CYP3A5	CP35, P450PCN3, PCN3	ENSG00000106258	P20815	Cytosol
CYP3A7	CP37, P450-HFLA	ENSG00000160870	P24462	Cytosol
CYP3A7-CYP3A51P		ENSG00000282301	P24462	Cytosol
CYTH2	ARNO, CTS18.1, cytohesin-2, PSCD2, PSCD2L, Sec7p-L, Sec7p-like	ENSG00000105443	Q99418	Cytosol
CYTH3	ARNO3, cytohesin-3, GRP1, PSCD3	ENSG00000008256	O43739	Cytosol
CYTIP	B3-1, CASP, CYBR, CYTHIP, HE, PSCDBP	ENSG00000115165	O60759	Cytosol
DAAM1	KIAA0666	ENSG00000100592	Q9Y4D1	Plasma membrane, Cytosol
DAAM2	KIAA0381	ENSG00000146122	Q86T65	Nucleoplasm
DAD1	OST2	ENSG00000129562	P61803	Cytosol
DALRD3	FLJ10496	ENSG00000178149	Q5D0E6	Nucleoplasm
DARS		ENSG00000115866	P14868	Cytosol
DAZAP1	MGC19907	ENSG00000071626	Q96EP5	Nucleoplasm
DBNDD1	FLJ12582, MGC3101	ENSG00000003249	Q9H9R9	Nuclear speckles
DBNDD2	C20orf35, HSMNP1	ENSG00000244274	Q9BQY9	Nucleoplasm, Cytosol
DBNL	ABP1, HIP-55, SH3P7	ENSG00000136279	Q9UJU6	Cytosol
DCAF12L1	KIAA1892L, WDR40B	ENSG00000198889	Q5VU92	Cytosol
DCAF12L2	WDR40C	ENSG00000198354	Q5VW00	Cytosol
DCAF13	DKFZP564O0463, Gm83, HSPC064, Sof1, WDSOF1	ENSG00000164934	Q9NV06	Nucleoplasm, Nucleoli
DCAF16	C4orf30, FLJ20280	ENSG00000163257	Q9NXF7	Plasma membrane, Cytosol
DCAF7	HAN11, SWAN-1, WDR68	ENSG00000136485	P61962	Nucleoplasm
DCAF8	FLJ35857, H326, WDR42A	ENSG00000132716	Q5TAQ9	Nucleoplasm
DCBLD1	dJ94G16.1, MGC46341	ENSG00000164465	Q8N8Z6	Cytosol
DCBLD2	CLCP1, ESDN	ENSG00000057019	Q96PD2	Plasma membrane, Cytosol
DCDC2	DCDC2A, DFNB66, KIAA1154, NPHP19, RU2	ENSG00000146038	Q9UHG0	Mitotic spindle, Cytosol
DCLK1	DCAMKL1, DCDC3A, DCLK, KIAA0369	ENSG00000133083	O15075	Nucleoplasm
DCP1B	FLJ31638	ENSG00000151065	Q8IZD4	Vesicles, Cytosol
DCPS	HINT-5, HSL1, HSPC015	ENSG00000110063	Q96C86	Nucleoplasm
DCTD		ENSG00000129187	P32321	Nucleoplasm, Cytosol
DCTN3	DCTN-22	ENSG00000137100	O75935	Cytosol
DCTN6	WS-3	ENSG00000104671	O00399	Nucleoli, Cytosol
DCTPP1	CDA03, MGC5627, RS21C6, XTP3TPA	ENSG00000179958	Q9H773	Nucleoplasm, Cytosol
DCUN1D1	DCUN1L1, RP42, SCCRO, SCRO, Tes3	ENSG00000043093	Q96GG9	Nucleoplasm
DCUN1D2	C13orf17, FLJ10704, FLJ20092	ENSG00000150401	Q6PH85	Plasma membrane, Cytosol
DCUN1D3	DKFZp686O0290, FLJ41725, MGC48972, SCCRO3	ENSG00000188215	Q8IWE4	Nucleoplasm, Cytosol
DCX	DBCN, DC, LISX, SCLH, XLIS	ENSG00000077279	O43602	Cytosol
DDAH1	DDAH	ENSG00000153904	O94760	Plasma membrane, Cytosol
DDAH2	G6A	ENSG00000213722	O95865	Cytosol
DDHD2	KIAA0725, SAMWD1, SPG54	ENSG00000085788	O94830	Cytosol
DDI2	MGC14844	ENSG00000197312	Q5TDH0	Nucleoplasm, Cytosol
DDIAS	C11orf82, FLJ25416, FLJ38838, noxin	ENSG00000165490	Q8IXT1	Plasma membrane, Cytosol
DDIT4	Dig2, FLJ20500, REDD-1, REDD1, RTP801	ENSG00000168209	Q9NX09	Cytosol
DDN	KIAA0749	ENSG00000181418	O94850	Nucleoplasm
DDO		ENSG00000203797	Q99489	Cytosol
DDX1	DBP-RB	ENSG00000079785	Q92499	Nucleoplasm
DDX20	DP103, GEMIN3	ENSG00000064703	Q9UHI6	Nucleoplasm, Nuclear bodies
DDX24		ENSG00000089737	Q9GZR7	Nucleoli, Cytosol
DDX28	FLJ11282, MDDX28	ENSG00000182810	Q9NUL7	Mitochondria, Cytosol
DDX3X	DBX, DDX14, DDX3, HLP2	ENSG00000215301	O00571	Cytosol
DDX3Y	DBY	ENSG00000067048	O15523	Cytosol
DDX51		ENSG00000185163	Q8N8A6	Nucleoplasm, Nucleoli
DDX53	CAGE, CT26	ENSG00000184735	Q86TM3	Nucleoplasm
DDX58	DKFZp434J1111, FLJ13599, RIG-I	ENSG00000107201	O95786	Plasma membrane
DDX6	HLR2, RCK	ENSG00000110367	P26196	Cytoplasmic bodies
DDX60	FLJ20035	ENSG00000137628	Q8IY21	Cytosol
DDX60L	FLJ31033	ENSG00000181381	Q5H9U9	Plasma membrane, Cytosol
DECR1	DECR, SDR18C1	ENSG00000104325	Q16698	Mitochondria
DEF8	FLJ20186	ENSG00000140995	Q6ZN54	Nucleoplasm, Cytosol
DENND1A	FAM31A, FLJ21129, KIAA1608	ENSG00000119522	Q8TEH3	Vesicles, Cytosol
DENND1B	C1orf218, FAM31B, FLJ20054, MGC27044	ENSG00000213047	Q6P3S1	Cytosol
DENND1C	FAM31C, FLJ22757	ENSG00000205744	Q8IV53	Cytosol
DENND2D	FLJ22457, RP5-1180E21.2	ENSG00000162777	Q9H6A0	Nucleoplasm, Cytosol
DENND3	KIAA0870	ENSG00000105339	A2RUS2	Vesicles, Cytosol
DENND4C	bA513M16.3, C9orf55, C9orf55B, FLJ20686, RAB10GEF	ENSG00000137145	Q5VZ89	Golgi apparatus, Vesicles, Cytosol
DENR	DRP, DRP1, SMAP-3	ENSG00000139726	O43583	Cytosol
DEPDC1B	BRCC3, XTP1	ENSG00000035499	Q8WUY9	Golgi apparatus
DEPDC7		ENSG00000121690	Q96QD5	Nucleoli
DESI1	D15Wsu75e, FAM152B, PPPDE2	ENSG00000100418	Q6ICB0	Cytosol
DET1	FLJ10103	ENSG00000140543	Q7L5Y6	Nucleoplasm, Microtubules
DEXI	MYLE	ENSG00000182108	O95424	Nuclear speckles
DFFA	DFF-45, DFF1, DFF45, ICAD	ENSG00000160049	O00273	Plasma membrane, Cytosol
DGKD	DGKdelta, KIAA0145	ENSG00000077044	Q16760	Cytosol
DGKE	DAGK6, DGK	ENSG00000153933	P52429	Nucleoplasm, Cytosol
DGLUCY	C14orf159, FLJ39975	ENSG00000133943	Q7Z3D6	Cytosol
DHCR7	SLOS	ENSG00000172893	Q9UBM7	Endoplasmic reticulum
DHODH		ENSG00000102967	Q02127	Mitochondria
DHPS	MIG13	ENSG00000095059	P49366	Nucleoplasm
DHRS1	FLJ25430, MGC20204, SDR19C1	ENSG00000157379	Q96LJ7	Nucleoplasm
DHRS11	MGC4172, SDR24C1	ENSG00000278535	Q6UWP2	Cytosol
DHRS7B	CGI-93, DKFZp566O084, MGC8916, SDR32C1	ENSG00000109016	Q6IAN0	Plasma membrane, Cell Junctions, Cytosol
DHRSX	DHRS5X, DHRS5Y, DHRSXY, DHRSY, SDR46C1, SDR7C6	ENSG00000169084	Q8N5I4	Actin filaments, Cytosol
DHX29	DDX29	ENSG00000067248	Q7Z478	Cytosol
DHX30	DDX30, FLJ11214, KIAA0890	ENSG00000132153	Q7L2E3	Mitochondria
DHX36	DDX36, KIAA1488, MLEL1	ENSG00000174953	Q9H2U1	Nucleoplasm, Cytosol
DHX57	DDX57	ENSG00000163214	Q6P158	Intermediate filaments, Microtubules
DHX58	D11LGP2, LGP2	ENSG00000108771	Q96C10	Golgi apparatus, Cytosol
DICER1	Dicer, HERNA, K12H4.8-LIKE, KIAA0928, MNG1	ENSG00000100697	Q9UPY3	Cytosol
DIDO1	BYE1, C20orf158, DATF1, DIO-1, DIO1, dJ885L7.8, FLJ11265, KIAA0333	ENSG00000101191	Q9BTC0	Nucleoplasm
DIMT1	DIMT1L, HSA9761	ENSG00000086189	Q9UNQ2	Nucleoli
DIO2	SelY, TXDI2	ENSG00000211448	Q92813	Nucleoplasm, Cytosol
DIP2C	KIAA0934	ENSG00000151240	Q9Y2E4	Nucleoplasm, Cytosol
DIRAS3	ARHI, NOEY2	ENSG00000162595	O95661	Nuclear membrane, Cytosol
DIS3	dis3p, EXOSC11, KIAA1008, RRP44	ENSG00000083520	Q9Y2L1	Nucleoplasm, Cytosol
DIS3L	DIS3L1, FLJ38088, KIAA1955, MGC4562	ENSG00000166938	Q8TF46	Plasma membrane, Cytosol
DISP3	KIAA1337, PTCHD2	ENSG00000204624	Q9P2K9	Nucleoplasm
DIXDC1	Dixin, KIAA1735	ENSG00000150764	Q155Q3	Cytosol
DKK3	REIC, RIG	ENSG00000050165	Q9UBP4	Vesicles
DLEC1	CFAP81, DLC1	ENSG00000008226	Q9Y238	Cytosol
DLGAP4	DAP4, KIAA0964, SAPAP4	ENSG00000080845	Q9Y2H0	Nucleoplasm, Cytosol
DLGAP5	DLG1, DLG7, HURP, KIAA0008	ENSG00000126787	Q15398	Centriolar satellite, Cytosol
DMAP1	DNMAP1, DNMTAP1, EAF2, FLJ11543, KIAA1425, MEAF2, SWC4	ENSG00000178028	Q9NPF5	Nucleoplasm
DMKN	ZD52F10	ENSG00000161249	Q6E0U4	Nucleoplasm, Cytosol
DMPK	DM, DM1, DM1PK, DMK, MDPK, MT-PK	ENSG00000104936	Q09013	Cytosol
DMXL1		ENSG00000172869	Q9Y485	Nucleoli
DNAAF1	CILD13, FLJ25330, LRRC50, ODA7, swt	ENSG00000154099	Q8NEP3	Plasma membrane, Cytosol
DNAAF2	C14orf104, CILD10, FLJ10563, KTU, PF13	ENSG00000165506	Q9NVR5	Cytosol
DNAAF4	CILD25, DYX1C1, EKN1, FLJ37882	ENSG00000256061	Q8WXU2	Plasma membrane, Cytosol
DNAAF5	CILD18, FLJ20397, FLJ25564, FLJ31671, FLJ39381, HEATR2	ENSG00000164818	Q86Y56	Nucleoplasm
DNAH17	DNAHL1, DNEL2, FLJ40457	ENSG00000187775	Q9UFH2	Nucleoplasm, Plasma membrane
DNAH7	KIAA0944	ENSG00000118997	Q8WXX0	Cytosol
DNAJA1	dj-2, hdj-2, HSJ2, HSPF4, NEDD7	ENSG00000086061	P31689	Cytosol
DNAJA2	CPR3, DNAJ, DNJ3, HIRIP4	ENSG00000069345	O60884	Nucleoli, Cytosol
DNAJA4	PRO1472	ENSG00000140403	Q8WW22	Plasma membrane, Cytosol
DNAJB4	HLJ1	ENSG00000162616	Q9UDY4	Nucleoplasm
DNAJB5	Hsc40	ENSG00000137094	O75953	Nucleoplasm
DNAJB6	LGMD1D, MRJ	ENSG00000105993	O75190	Nucleoplasm
DNAJB9	MDG1	ENSG00000128590	Q9UBS3	Endoplasmic reticulum, Cytosol
DNAJC11	FLJ10737	ENSG00000007923	Q9NVH1	Cytosol
DNAJC13	KIAA0678, RME8	ENSG00000138246	O75165	Vesicles
DNAJC2	MPHOSPH11, MPP11, ZRF1, ZUO1, zuotin	ENSG00000105821	Q99543	Cytosol
DNAJC24	DPH4, JJJ3, ZCSL3	ENSG00000170946		Cytosol
DNAJC25	bA16L21.2.1	ENSG00000059769	Q9H1X3	Nucleoplasm
DNAJC27	RabJS, RBJ	ENSG00000115137	Q9NZQ0	Cytosol
DNAJC6	KIAA0473, PARK19	ENSG00000116675	O75061	Cytosol
DNAJC7	TPR2, TTC2	ENSG00000168259	Q99615	Nucleoplasm
DNAL4	dJ327J16, PIG27	ENSG00000100246	O96015	Centrosome
DNM1L	DRP1, DVLP, DYMPLE, HDYNIV, VPS1	ENSG00000087470	O00429	Cytosol
DNM2	CMT2M, CMTDI1, CMTDIB, DI-CMTB, DYN2, DYNII	ENSG00000079805	P50570	Golgi apparatus, Cytosol
DNMBP	ARHGEF36, KIAA1010, Tuba	ENSG00000107554	Q6XZF7	Nucleoli, Golgi apparatus, Cytosol
DNPEP	ASPEP, DAP	ENSG00000123992	Q9ULA0	Cytosol
DNPH1	C6orf108, dJ330M21.3, rcl	ENSG00000112667	O43598	Nucleoplasm
DNTT	TDT	ENSG00000107447	P04053	Nucleoplasm
DOCK10	KIAA0694, ZIZ3	ENSG00000135905	Q96BY6	Nucleoplasm, Cytosol
DOCK3	KIAA0299, MOCA, PBP	ENSG00000088538	Q8IZD9	Cytosol
DOCK4	FLJ34238, KIAA0716	ENSG00000128512	Q8N1I0	Nucleoli, Plasma membrane
DOCK5	FLJ21034	ENSG00000147459	Q9H7D0	Cytosol
DOCK6	KIAA1395, ZIR1	ENSG00000130158	Q96HP0	Cytosol
DOCK8	FLJ00026, FLJ00152, FLJ00346, ZIR8	ENSG00000107099	Q8NF50	Centrosome
DOHH	HLRC1, MGC4293	ENSG00000129932	Q9BU89	Cytosol
DOK1	p62dok	ENSG00000115325	Q99704	Cytosol
DOK6	DOK5L, HsT3226, MGC20785	ENSG00000206052	Q6PKX4	Focal adhesion sites, Cytosol
DOLK	DK1, KIAA1094, TMEM15	ENSG00000175283	Q9UPQ8	Nucleoplasm, Nucleoli
DONSON	B17, C21orf60, C2TA, DKFZP434M035	ENSG00000159147	Q9NYP3	Nucleoplasm, Cell Junctions
DPF1	BAF45b, NEUD4, neuro-d4	ENSG00000011332	Q92782	Nucleoplasm, Cytosol
DPH3	DELGIP, DELGIP1, DESR1, DPH3A, KTI11, MGC20197, ZCSL2	ENSG00000154813	Q96FX2	Nucleoplasm
DPP3		ENSG00000254986	Q9NY33	Cytosol
DPP8	DP8, DPRP1, FLJ14920, FLJ20283, MGC26191, MSTP141	ENSG00000074603	Q6V1X1	Cytosol
DPP9		ENSG00000142002	Q86TI2	Cytosol
DPPA4	FLJ10713	ENSG00000121570	Q7L190	Nucleoplasm, Nucleoli
DPYSL2	CRMP2, DHPRP2, DRP-2, DRP2	ENSG00000092964	Q16555	Cytosol
DPYSL3	CRMP4, DRP-3, ULIP	ENSG00000113657	Q14195	Cytosol
DPYSL5	CRAM, CRMP-5, CRMP5, Ulip6	ENSG00000157851	Q9BPU6	Nucleoplasm
DQX1	FLJ23757	ENSG00000144045	Q8TE96	Plasma membrane, Cytosol
DRAP1	NC2-alpha	ENSG00000175550	Q14919	Cytosol
DRG1	NEDD3	ENSG00000185721	Q9Y295	Nuclear bodies, Cytosol
DRG2		ENSG00000108591	P55039	Vesicles, Cytosol
DRGX	DRG11, PRRXL1	ENSG00000165606	A6NNA5	Nucleoplasm, Nucleoli
DSCAM	CHD2-42, CHD2-52	ENSG00000171587	O60469	Nucleoplasm
DSE	DS-Epi1, DSEPI, SART2	ENSG00000111817	Q9UL01	Nucleoplasm
DSN1	C20orf172, dJ469A13.2, hKNL-3, KNL3, MIS13	ENSG00000149636	Q9H410	Nucleoplasm
DST	BP240, BPA, BPAG1, CATX-15, FLJ13425, FLJ21489, FLJ30627, FLJ32235, KIAA0728, MACF2	ENSG00000151914	Q03001	Nucleoplasm, Microtubules
DTD1	bA379J5.3, bA555E18.1, C20orf88, DUEB, HARS2, MGC119131, MGC41905, pqn-68	ENSG00000125821	Q8TEA8	Nucleoli, Cytosol
DTL	CDT2, DCAF2, L2DTL, RAMP	ENSG00000143476	Q9NZJ0	Nucleoplasm
DTX1	hDx-1, RNF140	ENSG00000135144	Q86Y01	Nucleoplasm, Cytosol
DTX3L	BBAP, RNF143	ENSG00000163840	Q8TDB6	Nucleoplasm, Cytosol
DUS2	DUS2L, FLJ20399, SMM1	ENSG00000167264	Q9NX74	Cytosol
DUS3L	DUS3, FLJ13896	ENSG00000141994	Q96G46	Nucleoplasm
DUS4L	DUS4, PP35	ENSG00000105865	O95620	Cytosol
DUSP1	CL100, HVH1, MKP-1, PTPN10	ENSG00000120129	P28562	Nucleoli
DUSP10	MKP-5, MKP5	ENSG00000143507	Q9Y6W6	Nucleoplasm
DUSP14	MKP-L, MKP6	ENSG00000276023	O95147	Nucleoplasm, Cytosol
DUSP15	bA243J16.5, bA243J16.6, C20orf57, FLJ20645, VHY	ENSG00000149599	Q9H1R2	Plasma membrane, Cytosol
DUSP28	DUSP26, VHP	ENSG00000188542	Q4G0W2	Nuclear speckles
DUSP3	VHR	ENSG00000108861	P51452	Nucleoplasm
DUSP6	MKP-3, PYST1	ENSG00000139318	Q16828	Nucleoplasm, Cytosol
DUSP8	C11orf81, FLJ42958, HB5, HVH-5	ENSG00000184545	Q13202	Cytosol
DUX4		ENSG00000260596	Q9UBX2	Nucleoplasm, Nucleoli
DXO	DOM3Z	ENSG00000204348	O77932	Nucleoplasm, Cytosol
DYNC1H1	CMT2O, DHC1, DNCH1, Dnchc1, DNCL, DNECL, HL-3, p22	ENSG00000197102	Q14204	Centrosome, Cytosol
DYNC1I2	DIC74, DNCI2	ENSG00000077380	Q13409	Endoplasmic reticulum, Cytosol
DYNC1LI1	DNCLI1	ENSG00000144635	Q9Y6G9	Centrosome, Cytosol
DYNC1LI2	DNCLI2	ENSG00000135720	O43237	Centrosome
DYNC2LI1	CGI-60, D2LIC, DKFZP564A033, LIC3	ENSG00000138036	Q8TCX1	Cytosol
DYNLL1	DLC1, DLC8, DNCL1, hdlc1, LC8, PIN	ENSG00000088986	P63167	Nucleoplasm, Cytosol
DYNLL2	Dlc2, DNCL1B, MGC17810, RSPH22	ENSG00000264364	Q96FJ2	Nucleoplasm, Cytosol
DYRK1A	DYRK, DYRK1, MNBH	ENSG00000157540	Q13627	Cytosol
DYRK2		ENSG00000127334	Q92630	Nucleoplasm
DYRK3	hYAK3-2, RED, REDK	ENSG00000143479	O43781	Nucleoplasm
DZIP1	DZIP, KIAA0996	ENSG00000134874	Q86YF9	Nucleoplasm, Cytosol
E2F3		ENSG00000112242	O00716	Nucleoplasm, Nuclear speckles
E2F8	FLJ23311	ENSG00000129173	A0AVK6	Nucleoli
EAPP	BM036, C14orf11, FLJ20578	ENSG00000129518	Q56P03	Golgi apparatus
ECD	GCR2, hSGT1	ENSG00000122882	O95905	Nucleoplasm, Cytosol
ECM1		ENSG00000143369	Q16610	Cytosol
ECSIT	SITPEC	ENSG00000130159	Q9BQ95	Nucleoplasm
ECT2	ARHGEF31	ENSG00000114346	Q9H8V3	Nucleoplasm
EDARADD		ENSG00000186197	Q8WWZ3	Nucleoplasm
EDF1	CFAP280, EDF-1	ENSG00000107223	O60869	Nucleoplasm, Cytosol
EDN2	ET2	ENSG00000127129	P20800	Cytosol
EDNRA		ENSG00000151617	P25101	Cytosol
EDNRB	ETB, HSCR, HSCR2	ENSG00000136160	P24530	Plasma membrane
EDRF1	C10orf137, DKFZp586F1019, FLJ21617	ENSG00000107938	Q3B7T1	Nucleoplasm
EEF1A1	EE1A1, EEF1A, EF1A, LENG7	ENSG00000156508	P68104	Cytosol
EEF1A2	EEF1AL, HS1, STN, STNL	ENSG00000101210	Q05639	Cytosol
EEF1AKMT1	N6AMT2	ENSG00000150456	Q8WVE0	Plasma membrane, Cytosol
EEF1AKMT4		ENSG00000284753	O60344	Nucleoplasm, Cytosol
EEF1AKMT4-ECE2		ENSG00000284917	O60344	Nucleoplasm, Cytosol
EEF1B2		ENSG00000114942	P24534	Nucleoli fibrillar center, Cytosol
EEF1E1	AIMP3, P18	ENSG00000124802	O43324	Nucleoplasm, Cytosol
EEF2	EEF-2, EF2	ENSG00000167658	P13639	Plasma membrane, Cytosol
EEFSEC	eEFSec, EFSEC, SELB	ENSG00000132394	P57772	Nucleoplasm, Nuclear bodies
EFCAB11	C14orf143	ENSG00000140025	Q9BUY7	Cell Junctions, Cytosol
EFCAB13	C17orf57, FLJ40342	ENSG00000178852	Q8IY85	Nucleoplasm, Cytosol
EFCAB14	KIAA0494	ENSG00000159658	O75071	Cytosol
EFCAB2	CFAP200, DRC8, MGC12458	ENSG00000203666	Q5VUJ9	Plasma membrane, Cytosol
EFCAB7	KIAA1799, RP4-534K7.1	ENSG00000203965	A8K855	Nucleoplasm, Nucleoli
EFHD2	MGC4342	ENSG00000142634	Q96C19	Cytosol
EFL1	EFTUD1, FAM42A, FLJ13119, HsT19294, RIA1	ENSG00000140598	Q7Z2Z2	Cytosol
EFNA2	ELF-1, EPLG6, LERK6	ENSG00000099617	O43921	Mitochondria, Cytosol
EFNA5	AF1, EPLG7, LERK7	ENSG00000184349	P52803	Vesicles, Cytosol
EFNB2	EPLG5, Htk-L, HTKL, LERK5, MGC126226, MGC126227, MGC126228	ENSG00000125266	P52799	Nucleoplasm
EFR3A	KIAA0143	ENSG00000132294	Q14156	Plasma membrane, Cytosol
EFR3B	FLJ37871, KIAA0953	ENSG00000084710	Q9Y2G0	Plasma membrane
EFS	CASS3, EFS1, EFS2, HEFS, SIN	ENSG00000100842	O43281	Nucleoplasm
EFTUD2	SNRNP116, Snrp116, Snu114, U5-116KD	ENSG00000108883	Q15029	Nucleoplasm
EGLN3	HIFPH3, PHD3	ENSG00000129521	Q9H6Z9	Cytosol
EHBP1	KIAA0903, NACSIN	ENSG00000115504	Q8NDI1	Plasma membrane
EI24	EPG4, PIG8, TP53I8	ENSG00000149547	O14681	Endoplasmic reticulum, Cytosol
EIF1AX	eIF-1A, eIF-4C, EIF1A, EIF4C	ENSG00000173674	P47813	Cytosol
EIF1AY		ENSG00000198692	O14602	Cytosol
EIF2A	EIF-2A	ENSG00000144895	Q9BY44	Mitochondria, Cytosol
EIF2AK1	HRI, KIAA1369	ENSG00000086232	Q9BQI3	Nucleoplasm
EIF2AK2	EIF2AK1, PKR, PPP1R83, PRKR	ENSG00000055332	P19525	Cytosol
